"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","adds the Allure reporter when a results directory is configured","Unit | Postman Harness Reporting","2026-07-02","passed","2026-07-02","","","",""
"","11","responds with pong and mounts the request logger middleware","Integration | API","2026-07-02","passed","2026-07-02","","GET /api/ping","",""
"","1","normalizes successful image descriptions","Unit | Providers | Adapter Contract Matrix","2026-07-02","passed","2026-07-02","","together provider adapter contract","",""
"","1","maps provider timeouts during page descriptions to gateway timeout responses","Unit | Controllers | Description Controller","2026-07-02","passed","2026-07-02","","DescriptionController.describePage","",""
"","3","builds raw GitHub urls for the default repository and ref","Unit | Scripts | Postman | Provider Validation Public Fixtures","2026-07-02","passed","2026-07-02","","","",""
"","21","throws a helpful error when requested folders are missing","Unit | Scripts | Postman | Collection Utils","2026-07-02","passed","2026-07-02","","","",""
"","2","propagates non-skippable provider failures","Unit | Providers | Adapter Contract Matrix","2026-07-02","passed","2026-07-02","","huggingface provider adapter contract","",""
"","8","loads configured certificate files when paths are provided","Unit | Infrastructure | Load TLS Credentials","2026-07-02","passed","2026-07-02","","","",""
"","1","counts paths and operations","Unit | Scripts | OpenAPI | Validate Spec","2026-07-02","passed","2026-07-02","","summarize","",""
"","1","warns without blocking when a provisional budget is exceeded","Unit | Scripts | Performance Budget","2026-07-02","passed","2026-07-02","","","",""
"","2","falls back to runtime generation when the generated spec artifact is missing","Unit | Config | Swagger","2026-07-02","passed","2026-07-02","","generated artifact","",""
"","1","flags a private-network host token","Unit | Scripts | Postman | Collection Lint","2026-07-02","passed","2026-07-02","","lintForbiddenUrls","",""
"","1","parses equals syntax and normalizes custom API base URLs","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-07-02","passed","2026-07-02","","","",""
"","19","maps request outcomes to the expected log levels and messages","Unit | Infrastructure | Logger","2026-07-02","passed","2026-07-02","","","",""
"","2","parses the required results directory argument","Unit | Allure Metadata Writer","2026-07-02","passed","2026-07-02","","","",""
"","1","redirects forwarded HTTP requests using the validated forwarded host","Unit | Middleware | Request Filter","2026-07-02","passed","2026-07-02","","","",""
"","1","returns null for unknown assets","provider validation fixtures","2026-07-02","passed","2026-07-02","","","",""
"","3","excludes Redis-suffixed specs from the general integration lane","Unit | Jest Lane Configs","2026-07-02","passed","2026-07-02","","","",""
"","2","parses supported CLI arguments","Unit | Scripts | GitHub | Sync Pages State Branch","2026-07-02","passed","2026-07-02","","","",""
"","7","returns 500 on scraper failure","Integration | API","2026-07-02","passed","2026-07-02","","GET /api/scraper/images","",""
"","4","registers only azure when Replicate is not configured","Unit | Application Composition","2026-07-02","passed","2026-07-02","","","",""
"","9","rejects unsupported and incomplete arguments","Unit | Scripts | GitHub | Parse Security Audit Report","2026-07-02","passed","2026-07-02","","parseArgs","",""
"","4","returns no breaking changes for an identical contract","Unit | Scripts | OpenAPI | Contract Diff","2026-07-02","passed","2026-07-02","","diffPublicContract","",""
"","2","parses CLI arguments with defaults","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-07-02","passed","2026-07-02","","","",""
"","1","forwards an internal error when the scraper service fails","Unit | Controllers | Scraper Controller","2026-07-02","passed","2026-07-02","","","",""
"","2","does not restart workers that exit intentionally","Unit | Server | Cluster Manager","2026-07-02","passed","2026-07-02","","","",""
"","1","prefers data-src over src for lazy-loaded images","Unit | Services | Scraper Service","2026-07-02","passed","2026-07-02","","ScraperService.extractImageSources","",""
"","3","builds environment properties from the current runtime and CI env","Unit | Allure Metadata Writer","2026-07-02","passed","2026-07-02","","","",""
"","1","maps azure to azure only","Unit | Scripts | Postman | Provider Validation Scope","2026-07-02","passed","2026-07-02","","getSelectedProviders","",""
"","3","rejects invalid read-pages-metadata CLI arguments","Unit | Scripts | GitHub | Page Metadata","2026-07-02","passed","2026-07-02","","","",""
"","1","accepts requirements that name declared schemes","Unit | Scripts | OpenAPI | Validate Spec","2026-07-02","passed","2026-07-02","","validateSecurity","",""
"","2","resolves api-key multimodal providers when they are explicitly requested","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-07-02","passed","2026-07-02","","resolveScopeFromEnv","",""
"","1","still discovers flat top-level reports","Unit | Scripts | Postman | Newman Summary Discovery","2026-07-02","passed","2026-07-02","","","",""
"","2","parses CLI arguments","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-07-02","passed","2026-07-02","","","",""
"","42","reads the GitHub event payload from disk","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-07-02","passed","2026-07-02","","","",""
"","6","returns 202 with page-job metadata for pending async replicate page descriptions","Integration | API","2026-07-02","passed","2026-07-02","","GET /api/accessibility/descriptions","",""
"","29","uses the explicit TLS_* settings for HTTPS config","Unit | Config | Index","2026-07-02","passed","2026-07-02","","","",""
"","185","redirects direct HTTP traffic to HTTPS","Integration | API","2026-07-02","passed","2026-07-02","","request filter","",""
"","5","exits immediately when no shutdown handler is available","Unit | Server | Register Fatal Handlers","2026-07-02","passed","2026-07-02","","","",""
"","86","accepts a Together-only provider configuration","Unit | Utils | Validate Env Vars","2026-07-02","passed","2026-07-02","","","",""
"","2","falls back to synchronous image descriptions when async mode is requested for a sync provider","Unit | Services | Page Description Service","2026-07-02","passed","2026-07-02","","","",""
