"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17","propagates non-skippable provider failures","Unit | Providers | Adapter Contract Matrix","2026-07-02","passed","2026-07-02","","replicate provider adapter contract","",""
"","2","propagates non-skippable provider failures","Unit | Providers | Adapter Contract Matrix","2026-07-02","passed","2026-07-02","","huggingface provider adapter contract","",""
"","2","starts clustered mode only from the primary process","Unit | Server | Runtime Bootstrap","2026-07-02","passed","2026-07-02","","","",""
"","1","supports a future unit-local Redis topology behind an explicit flag","Unit | Config | Rate Limit Store","2026-07-02","passed","2026-07-02","","","",""
"","8","stays available while the instance is draining","Integration | API","2026-07-02","passed","2026-07-02","","GET /api/ping","",""
"","2","accepts non-empty LF Markdown without merge-conflict markers","Unit | Scripts | Docs | Validate Docs","2026-07-02","passed","2026-07-02","","","",""
"","1","realigns when both branches diverge but production must track main exactly","Unit | Scripts | GitHub | Promote To Production","2026-07-02","passed","2026-07-02","","derivePromotionPlan","",""
"","2","forwards an internal error when the describer fails","Unit | Controllers | Description Controller","2026-07-02","passed","2026-07-02","","DescriptionController.describe","",""
"","18","keeps API and status buckets separate while sharing each scope across instances","Integration | Redis Rate Limiting","2026-07-02","passed","2026-07-02","","","",""
"","74","accepts an OpenAI-only provider configuration","Unit | Utils | Validate Env Vars","2026-07-02","passed","2026-07-02","","","",""
"","1384","fails a critical-file coverage drop even when global coverage passes","Unit | Jest Lane Configs","2026-07-02","passed","2026-07-02","","","",""
"","1","requires both azure endpoint and credential","Unit | Scripts | Postman | Provider Validation Scope","2026-07-02","passed","2026-07-02","","detectAvailableProviders","",""
"","0","forwards a validation error for an invalid URL","Unit | Controllers | Scraper Controller","2026-07-02","passed","2026-07-02","","","",""
"","1","parses fallback defaults when GitHub env vars are absent","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-07-02","passed","2026-07-02","","","",""
"","1","returns empty array when no images found","Unit | Services | Scraper Service","2026-07-02","passed","2026-07-02","","ScraperService.extractImageSources","",""
"","1","uses the configured scope when the manual input is auto","Unit | Scripts | Postman | Provider Validation Scope","2026-07-02","passed","2026-07-02","","resolveProviderScope","",""
"","1","applies live-only Replicate polling overrides in live mode","Unit | Scripts | Postman | Provider Validation Scope","2026-07-02","passed","2026-07-02","","getSelectedProviderPlans","",""
"","6","returns image list on success","Integration | API","2026-07-02","passed","2026-07-02","","GET /api/scraper/images","",""
"","2","parses the supported base-url flag","Unit | Scripts | Run Postman Deploy","2026-07-02","passed","2026-07-02","","parseArgs","",""
"","1","registers every supported provider definition in the fast contract matrix","Unit | Providers | Adapter Contract Matrix","2026-07-02","passed","2026-07-02","","","",""
"","57","rejects Azure credentials without an endpoint","Unit | Utils | Validate Env Vars","2026-07-02","passed","2026-07-02","","","",""
"","1","uses an explicit Redis integration URL without requiring a host binary","Unit | Redis Test Server Helper","2026-07-02","passed","2026-07-02","","","",""
"","17","throws on a missing --base value","Unit | Scripts | OpenAPI | Contract Diff","2026-07-02","passed","2026-07-02","","parseArgs","",""
"","2","ratchets the QE critical runtime, provider, deploy, promotion, and Postman files","Unit | Jest Lane Configs","2026-07-02","passed","2026-07-02","","","",""
"","2","exposes only the production server in production","Unit | Config | Swagger","2026-07-02","passed","2026-07-02","","server URLs","",""
"","0","isImage(https://example.com/photo.webp) === true","Unit | Services | Scraper Service","2026-07-02","passed","2026-07-02","","ScraperService.isImage","",""
"","2","paginates compare responses and decodes snapshot warnings","Unit | Scripts | GitHub | Review Dependencies","2026-07-02","passed","2026-07-02","","listDependencyChanges","",""
"","1","resolves relative bundle paths from the current working directory","Unit | Infrastructure | Outbound Trust","2026-07-02","passed","2026-07-02","","","",""
"","1","flags a private-network host token","Unit | Scripts | Postman | Collection Lint","2026-07-02","passed","2026-07-02","","lintForbiddenUrls","",""
"","1","loads the installation id for the repository","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-07-02","passed","2026-07-02","","resolveInstallationId","",""
"","9","returns 202 with job metadata for pending async replicate descriptions","Integration | API","2026-07-02","passed","2026-07-02","","GET /api/accessibility/description","",""
"","1","disables history for custom deploy verification URLs","Unit | Allure History Policy","2026-07-02","passed","2026-07-02","","","",""
"","1","summarizes an accepted breach as blocking","Unit | Scripts | Performance Budget","2026-07-02","passed","2026-07-02","","","",""
"","2","writes page metadata fields to GitHub outputs","Unit | Scripts | GitHub | Page Metadata","2026-07-02","passed","2026-07-02","","","",""
"","0","applies outbound timeout handling","Unit | Providers | Adapter Contract Matrix","2026-07-02","passed","2026-07-02","","openai provider adapter contract","",""
