"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","lets one runner claim a shared job and blocks the competing runner","Unit | Services | Page Description Job Concurrency","2026-07-08","passed","2026-07-08","","","",""
"","1","falls back to the store get method when no claim helper exists and returns null for missing jobs","Unit | Services | Page Description Job Service","2026-07-08","passed","2026-07-08","","","",""
"","20","throws on unknown arguments and a missing --collection value","Unit | Scripts | Postman | Collection Lint","2026-07-08","passed","2026-07-08","","parseArgs","",""
"","36","rejects multi-worker startup without a shared Redis-backed store","Unit | Utils | Validate Env Vars","2026-07-08","passed","2026-07-08","","","",""
"","1","strips query strings from image URLs","Unit | Services | Scraper Service","2026-07-08","passed","2026-07-08","","ScraperService.extractImageSources","",""
"","0","ignores unrelated GitHub API failures","Unit | Scripts | GitHub | Promote To Production","2026-07-08","passed","2026-07-08","","isProtectedBranchRefUpdateError","",""
"","4","respects an explicit manual scope override","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-07-08","passed","2026-07-08","","resolveScopeFromEnv","",""
"","1","defaults to the committed artifact","Unit | Scripts | OpenAPI | Freshness Check","2026-07-08","passed","2026-07-08","","parseArgs","",""
"","1","parses write-pages-metadata CLI arguments","Unit | Scripts | GitHub | Page Metadata","2026-07-08","passed","2026-07-08","","","",""
"","3","rejects invalid CLI arguments","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-07-08","passed","2026-07-08","","","",""
"","22","rejects unsupported protocols and embedded credentials","Unit | Infrastructure | Outbound URL Policy","2026-07-08","passed","2026-07-08","","","",""
"","1","initializes a memory store unless Redis is explicitly selected","Unit | Infrastructure | Description Job Store","2026-07-08","passed","2026-07-08","","","",""
"","1","rejects protected requests without a valid token","Unit | Middleware | Access Control","2026-07-08","passed","2026-07-08","","","",""
"","4","restores the environment even when the callback throws","Unit | Test Setup | testEnv helpers","2026-07-08","passed","2026-07-08","","withEnv","",""
"","1","normalizes successful image descriptions","Unit | Providers | Adapter Contract Matrix","2026-07-08","passed","2026-07-08","","azure provider adapter contract","",""
"","1","surfaces GitHub API failures","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-07-08","passed","2026-07-08","","fetchGitHubJson","",""
"","170","returns 202, settles the page job, and serves cached results on repeat replicate requests","Integration | Async Page Description Jobs","2026-07-08","passed","2026-07-08","","","",""
"","1","flags an operation with no responses","Unit | Scripts | OpenAPI | Validate Spec","2026-07-08","passed","2026-07-08","","validateOperationResponses","",""
"","7","re-evaluates module-level reads on each load via a fresh registry","Unit | Test Setup | testEnv helpers","2026-07-08","passed","2026-07-08","","loadFreshModule","",""
"","1","rejects duplicate contexts inside a policy list","Unit | Scripts | GitHub | Required Check Policy","2026-07-08","passed","2026-07-08","","","",""
"","0","flags a JSON response body without a schema","Unit | Scripts | OpenAPI | Validate Spec","2026-07-08","passed","2026-07-08","","validateOperationResponses","",""
"","1","normalizes successful image descriptions","Unit | Providers | Adapter Contract Matrix","2026-07-08","passed","2026-07-08","","replicate provider adapter contract","",""
"","5","extracts absolute image src attributes","Unit | Services | Scraper Service","2026-07-08","passed","2026-07-08","","ScraperService.extractImageSources","",""
"","1","returns false for unrelated failures","Unit | Providers | Shared | Is Skippable Image Source Error","2026-07-08","passed","2026-07-08","","","",""
"","2","a.png is a non-trivial PNG fixture","provider validation fixtures","2026-07-08","passed","2026-07-08","","","",""
"","2","returns false for provider-endpoint failures","Unit | Providers | Shared | Is Skippable Image Source Error","2026-07-08","passed","2026-07-08","","","",""
"","1","flags empty and whitespace-padded request names","Unit | Scripts | Postman | Collection Lint","2026-07-08","passed","2026-07-08","","lintRequestNames","",""
"","1","allows explicitly configured host and port pairs without DNS resolution","Unit | Infrastructure | Outbound URL Policy","2026-07-08","passed","2026-07-08","","","",""
"","1","counts paths and operations","Unit | Scripts | OpenAPI | Validate Spec","2026-07-08","passed","2026-07-08","","summarize","",""
"","1","rejects token responses that omit the token value","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-07-08","passed","2026-07-08","","createInstallationAccessToken","",""
"","41","falls back to request names when collection ids are unavailable","Unit | Scripts | GitHub | Write Newman Summary","2026-07-08","passed","2026-07-08","","","",""
"","2","never pipes a network download straight into a shell","Unit | Supply-chain pinning posture","2026-07-08","passed","2026-07-08","","","",""
"","1","reports stale with structural drift when they differ","Unit | Scripts | OpenAPI | Freshness Check","2026-07-08","passed","2026-07-08","","checkFreshness","",""
"","1","rejects retired check names so stale contexts cannot come back","Unit | Scripts | GitHub | Required Check Policy","2026-07-08","passed","2026-07-08","","","",""
"","23","Health","alt-text-generator API Contract Harness","2026-07-08","passed","2026-07-08","","00 Core Smoke","",""
"","1","documents the group-all, manual-merge posture and the security-update override","Unit | Dependabot Policy","2026-07-08","passed","2026-07-08","","","",""
"","7","throws when request items are missing a specific status expectation","Unit | Scripts | Postman | Collection Utils","2026-07-08","passed","2026-07-08","","","",""
"","10","resolves the documented cluster policy defaults","Unit | Server | Cluster Manager","2026-07-08","passed","2026-07-08","","","",""
"","5","returns a completed async page-description job response","Integration | API","2026-07-08","passed","2026-07-08","","GET /api/accessibility/page-description-jobs/:jobId","",""
"","27","rejects missing required CLI arguments","Unit | Allure History Artifact Restore","2026-07-08","passed","2026-07-08","","","",""
"","2","returns a completed result when an async provider finishes within the wait window","Unit | Services | Description Job Service","2026-07-08","passed","2026-07-08","","","",""
"","14","returns 404 for unregistered paths","Integration | API","2026-07-08","passed","2026-07-08","","unknown routes","",""
"","1","reports rollout issues until health headers and auth expectations match","Unit | Scripts | Run Postman Deploy","2026-07-08","passed","2026-07-08","","collectDeployStabilizationIssues","",""
"","0","blocks private or special-use address 172.16.1.1","Unit | Infrastructure | Outbound URL Policy","2026-07-08","passed","2026-07-08","","","",""
"","2","writes source-run fields to GitHub outputs","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-07-08","passed","2026-07-08","","","",""
"","1","returns the first ref that yields the spec","Unit | Scripts | OpenAPI | Contract Diff","2026-07-08","passed","2026-07-08","","resolveBaseline","",""
"","1","creates a runtime describer and prefers an injected provider client","Unit | Providers | Definitions | Build OpenAI Compatible Provider","2026-07-08","passed","2026-07-08","","","",""
"","1","returns image sources on success","Unit | Services | Scraper Service","2026-07-08","passed","2026-07-08","","ScraperService.getImages","",""
"","1","renders a markdown report with cache and artifact tables","Unit | Scripts | GitHub | Advisory Observability Workflows","2026-07-08","passed","2026-07-08","","report-actions-storage script","",""
"","0","encodes raw GitHub paths without altering path separators","Unit | Scripts | Postman | Provider Validation Public Fixtures","2026-07-08","passed","2026-07-08","","","",""
"","0","transitions to ready and then draining","Unit | Server | Runtime State","2026-07-08","passed","2026-07-08","","","",""
"","2","defines the mocked provider scopes used by the full local suite","Unit | Scripts | Postman | Local Provider Mocks","2026-07-08","passed","2026-07-08","","","",""
"","2","publishes runnable URL-encoded request examples","Unit | Config | Swagger","2026-07-08","passed","2026-07-08","","public examples","",""
"","2","routes fatal exceptions through the active shutdown handler","Unit | Server | Register Fatal Handlers","2026-07-08","passed","2026-07-08","","","",""
"","1","never suppresses minor or patch updates for the pinned packages","Unit | Dependabot Policy","2026-07-08","passed","2026-07-08","","","",""
"","78","rejects Redis-backed rate limiting without a Redis URL","Unit | Utils | Validate Env Vars","2026-07-08","passed","2026-07-08","","","",""
"","7","returns image list on success","Integration | API","2026-07-08","passed","2026-07-08","","GET /api/scraper/images","",""
"","59","accepts multi-worker startup when Redis-backed rate limiting is configured","Unit | Utils | Validate Env Vars","2026-07-08","passed","2026-07-08","","","",""
"","2","loads configured certificate files when paths are provided","Unit | Infrastructure | Load TLS Credentials","2026-07-08","passed","2026-07-08","","","",""
"","1","fails when an image fixture returns the wrong content type","Unit | Scripts | Postman | Provider Validation Fixture Probe","2026-07-08","passed","2026-07-08","","","",""
"","1","aggregates breaking changes across every category","Unit | Scripts | OpenAPI | Contract Diff","2026-07-08","passed","2026-07-08","","diffPublicContract","",""
"","2","returns a pending job when the provider does not finish within the wait window","Unit | Services | Description Job Service","2026-07-08","passed","2026-07-08","","","",""
"","1","treats either a header or an exact assertion as a specific status expectation","Unit | Scripts | Postman | Collection Utils","2026-07-08","passed","2026-07-08","","","",""
"","7","rejects invalid Redis integration mode and URL values","Unit | Redis Test Server Helper","2026-07-08","passed","2026-07-08","","","",""
"","1","prefers GitHub repository context when it is available","Unit | Scripts | Postman | Provider Validation Public Fixtures","2026-07-08","passed","2026-07-08","","","",""
"","1","uses postman:post-deploy as the canonical npm command","Unit | Scripts | Run Postman Deploy","2026-07-08","passed","2026-07-08","","package and workflow wiring","",""
"","1","writes key/value pairs to the provided file","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-07-08","passed","2026-07-08","","appendGitHubEnv","",""
"","5","keeps response-time assertions categorized separately from contract checks","Unit | Postman Harness Reporting","2026-07-08","passed","2026-07-08","","","",""
"","1","deletes keys given null or undefined","Unit | Test Setup | testEnv helpers","2026-07-08","passed","2026-07-08","","setEnv","",""
"","6","serves public provider-validation fixtures before the API router","Unit | Utils | Create Router","2026-07-08","passed","2026-07-08","","","",""
"","1","keeps the production ruleset policy within the main branch policy","Unit | Scripts | GitHub | Required Check Policy","2026-07-08","passed","2026-07-08","","","",""
